objectid,parentid,title,date,description,category,source,source_page,original_url,type,format,email,filename,display_template,object_location,image_thumb,image_small,notes
2022-05-20,,"May 20, 2022 | Architecture students learning from the ground up",2022-05-20,Email as originally published on the Friday Letter page.,Friday Letter,,https://perma.cc/7AEK-WRB7,,Text,text/html,,,email,,,,
2023-04-14,,"Friday Letter April 14, 2023",2023-04-14,,Friday Letter,,Export from SendGrid platform,,Text,application/pdf,,letter_2023-04-14.pdf,pdf,https://objects.lib.uidaho.edu/fridayletter/letter_2023-04-14.pdf,https://objects.lib.uidaho.edu/fridayletter/thumbs/letter_2023-04-14_th.jpg,https://objects.lib.uidaho.edu/fridayletter/small/letter_2023-04-14_sm.jpg,
2023-04-21,,"Friday Letter April 21, 2023",2023-04-21,,Friday Letter,,Export from SendGrid platform,,Text,application/pdf,,letter_2023-04-21.pdf,pdf,https://objects.lib.uidaho.edu/fridayletter/letter_2023-04-21.pdf,https://objects.lib.uidaho.edu/fridayletter/thumbs/letter_2023-04-21_th.jpg,https://objects.lib.uidaho.edu/fridayletter/small/letter_2023-04-21_sm.jpg,
2023-04-28,,"Friday Letter April 28, 2023",2023-04-28,,Friday Letter,,Export from SendGrid platform,,Text,application/pdf,,letter_2023-04-28.pdf,pdf,https://objects.lib.uidaho.edu/fridayletter/letter_2023-04-28.pdf,https://objects.lib.uidaho.edu/fridayletter/thumbs/letter_2023-04-28_th.jpg,https://objects.lib.uidaho.edu/fridayletter/small/letter_2023-04-28_sm.jpg,
2023-04-07,,"Friday Letter April 7, 2023",2023-04-07,,Friday Letter,,Export from SendGrid platform,,Text,application/pdf,,letter_2023-04-07.pdf,pdf,https://objects.lib.uidaho.edu/fridayletter/letter_2023-04-07.pdf,https://objects.lib.uidaho.edu/fridayletter/thumbs/letter_2023-04-07_th.jpg,https://objects.lib.uidaho.edu/fridayletter/small/letter_2023-04-07_sm.jpg,
2023-02-10,,"Friday Letter Feb 10, 2023",2023-02-10,,Friday Letter,,Export from SendGrid platform,,Text,application/pdf,,letter_2023-02-10.pdf,pdf,https://objects.lib.uidaho.edu/fridayletter/letter_2023-02-10.pdf,https://objects.lib.uidaho.edu/fridayletter/thumbs/letter_2023-02-10_th.jpg,https://objects.lib.uidaho.edu/fridayletter/small/letter_2023-02-10_sm.jpg,
2023-02-17,,"Friday Letter Feb 17, 2023",2023-02-17,,Friday Letter,,Export from SendGrid platform,,Text,application/pdf,,letter_2023-02-17.pdf,pdf,https://objects.lib.uidaho.edu/fridayletter/letter_2023-02-17.pdf,https://objects.lib.uidaho.edu/fridayletter/thumbs/letter_2023-02-17_th.jpg,https://objects.lib.uidaho.edu/fridayletter/small/letter_2023-02-17_sm.jpg,
2023-02-24,,"Friday Letter Feb 24, 2023",2023-02-24,,Friday Letter,,Export from SendGrid platform,,Text,application/pdf,,letter_2023-02-24.pdf,pdf,https://objects.lib.uidaho.edu/fridayletter/letter_2023-02-24.pdf,https://objects.lib.uidaho.edu/fridayletter/thumbs/letter_2023-02-24_th.jpg,https://objects.lib.uidaho.edu/fridayletter/small/letter_2023-02-24_sm.jpg,
2023-02-03,,"Friday Letter Feb 3, 2023",2023-02-03,,Friday Letter,,Export from SendGrid platform,,Text,application/pdf,,letter_2023-02-03.pdf,pdf,https://objects.lib.uidaho.edu/fridayletter/letter_2023-02-03.pdf,https://objects.lib.uidaho.edu/fridayletter/thumbs/letter_2023-02-03_th.jpg,https://objects.lib.uidaho.edu/fridayletter/small/letter_2023-02-03_sm.jpg,
2023-01-13,,"Friday Letter Jan 13, 2023",2023-01-13,,Friday Letter,,Export from SendGrid platform,,Text,application/pdf,,letter_2023-01-13.pdf,pdf,https://objects.lib.uidaho.edu/fridayletter/letter_2023-01-13.pdf,https://objects.lib.uidaho.edu/fridayletter/thumbs/letter_2023-01-13_th.jpg,https://objects.lib.uidaho.edu/fridayletter/small/letter_2023-01-13_sm.jpg,
2023-01-20,,"Friday Letter Jan 20, 2023",2023-01-20,,Friday Letter,,Export from SendGrid platform,,Text,application/pdf,,letter_2023-01-20.pdf,pdf,https://objects.lib.uidaho.edu/fridayletter/letter_2023-01-20.pdf,https://objects.lib.uidaho.edu/fridayletter/thumbs/letter_2023-01-20_th.jpg,https://objects.lib.uidaho.edu/fridayletter/small/letter_2023-01-20_sm.jpg,
2023-01-27,,"Friday Letter Jan 27, 2023",2023-01-27,,Friday Letter,,Export from SendGrid platform,,Text,application/pdf,,letter_2023-01-27.pdf,pdf,https://objects.lib.uidaho.edu/fridayletter/letter_2023-01-27.pdf,https://objects.lib.uidaho.edu/fridayletter/thumbs/letter_2023-01-27_th.jpg,https://objects.lib.uidaho.edu/fridayletter/small/letter_2023-01-27_sm.jpg,
2023-01-06,,"Friday Letter Jan. 6, 2023",2023-01-06,,Friday Letter,,Export from SendGrid platform,,Text,application/pdf,,letter_2023-01-06.pdf,pdf,https://objects.lib.uidaho.edu/fridayletter/letter_2023-01-06.pdf,https://objects.lib.uidaho.edu/fridayletter/thumbs/letter_2023-01-06_th.jpg,https://objects.lib.uidaho.edu/fridayletter/small/letter_2023-01-06_sm.jpg,
2023-07-21,,"Friday Letter July 21, 2023",2023-07-21,,Friday Letter,,Export from SendGrid platform,,Text,application/pdf,,letter_2023-07-21.pdf,pdf,https://objects.lib.uidaho.edu/fridayletter/letter_2023-07-21.pdf,https://objects.lib.uidaho.edu/fridayletter/thumbs/letter_2023-07-21_th.jpg,https://objects.lib.uidaho.edu/fridayletter/small/letter_2023-07-21_sm.jpg,
2023-06-23,,"Friday Letter June 23, 2023",2023-06-23,,Friday Letter,,Export from SendGrid platform,,Text,application/pdf,,letter_2023-06-23.pdf,pdf,https://objects.lib.uidaho.edu/fridayletter/letter_2023-06-23.pdf,https://objects.lib.uidaho.edu/fridayletter/thumbs/letter_2023-06-23_th.jpg,https://objects.lib.uidaho.edu/fridayletter/small/letter_2023-06-23_sm.jpg,
2023-03-10,,"Friday Letter March 10, 2023",2023-03-10,,Friday Letter,,Export from SendGrid platform,,Text,application/pdf,,letter_2023-03-10.pdf,pdf,https://objects.lib.uidaho.edu/fridayletter/letter_2023-03-10.pdf,https://objects.lib.uidaho.edu/fridayletter/thumbs/letter_2023-03-10_th.jpg,https://objects.lib.uidaho.edu/fridayletter/small/letter_2023-03-10_sm.jpg,
2023-03-17,,"Friday Letter March 17, 2023",2023-03-17,,Friday Letter,,Export from SendGrid platform,,Text,application/pdf,,letter_2023-03-17.pdf,pdf,https://objects.lib.uidaho.edu/fridayletter/letter_2023-03-17.pdf,https://objects.lib.uidaho.edu/fridayletter/thumbs/letter_2023-03-17_th.jpg,https://objects.lib.uidaho.edu/fridayletter/small/letter_2023-03-17_sm.jpg,
2023-03-24,,"Friday Letter March 24, 2023",2023-03-24,,Friday Letter,,Export from SendGrid platform,,Text,application/pdf,,letter_2023-03-24.pdf,pdf,https://objects.lib.uidaho.edu/fridayletter/letter_2023-03-24.pdf,https://objects.lib.uidaho.edu/fridayletter/thumbs/letter_2023-03-24_th.jpg,https://objects.lib.uidaho.edu/fridayletter/small/letter_2023-03-24_sm.jpg,
2023-03-31,,"Friday Letter March 31, 2023",2023-03-31,,Friday Letter,,Export from SendGrid platform,,Text,application/pdf,,letter_2023-03-31.pdf,pdf,https://objects.lib.uidaho.edu/fridayletter/letter_2023-03-31.pdf,https://objects.lib.uidaho.edu/fridayletter/thumbs/letter_2023-03-31_th.jpg,https://objects.lib.uidaho.edu/fridayletter/small/letter_2023-03-31_sm.jpg,
2023-03-03,,"Friday Letter March 3, 2023",2023-03-03,,Friday Letter,,Export from SendGrid platform,,Text,application/pdf,,letter_2023-03-03.pdf,pdf,https://objects.lib.uidaho.edu/fridayletter/letter_2023-03-03.pdf,https://objects.lib.uidaho.edu/fridayletter/thumbs/letter_2023-03-03_th.jpg,https://objects.lib.uidaho.edu/fridayletter/small/letter_2023-03-03_sm.jpg,
2023-05-12,,"Friday Letter May 12, 2023",2023-05-12,,Friday Letter,,Export from SendGrid platform,,Text,application/pdf,,letter_2023-05-12.pdf,pdf,https://objects.lib.uidaho.edu/fridayletter/letter_2023-05-12.pdf,https://objects.lib.uidaho.edu/fridayletter/thumbs/letter_2023-05-12_th.jpg,https://objects.lib.uidaho.edu/fridayletter/small/letter_2023-05-12_sm.jpg,
2023-05-19,,"Friday Letter May 19, 2023",2023-05-19,,Friday Letter,,Export from SendGrid platform,,Text,application/pdf,,letter_2023-05-19.pdf,pdf,https://objects.lib.uidaho.edu/fridayletter/letter_2023-05-19.pdf,https://objects.lib.uidaho.edu/fridayletter/thumbs/letter_2023-05-19_th.jpg,https://objects.lib.uidaho.edu/fridayletter/small/letter_2023-05-19_sm.jpg,
2023-05-05,,"Friday Letter May 5, 2023",2023-05-05,,Friday Letter,,Export from SendGrid platform,,Text,application/pdf,,letter_2023-05-05.pdf,pdf,https://objects.lib.uidaho.edu/fridayletter/letter_2023-05-05.pdf,https://objects.lib.uidaho.edu/fridayletter/thumbs/letter_2023-05-05_th.jpg,https://objects.lib.uidaho.edu/fridayletter/small/letter_2023-05-05_sm.jpg,
president_annual_2022,,Idaho Impact: Annual Report 2021-22,2022-04,,Letters and Reports,,https://www.uidaho.edu/president/communications/annual-report,,Text,application/pdf,,2021-22-annual-report.pdf,pdf,https://objects.lib.uidaho.edu/fridayletter/2021-22-annual-report.pdf,https://objects.lib.uidaho.edu/fridayletter/thumbs/2021-22-annual-report_th.jpg,https://objects.lib.uidaho.edu/fridayletter/small/2021-22-annual-report_sm.jpg,
president_memo_2023-07-12,,"July 12, 2023 | King Road Demolition on Hold Until October",2023-07-12,Email as originally published on the Presidential Memos page.,Presidential Memos,,https://perma.cc/628M-D8LN,,Text,text/html,"<p></p> <p><strong>TO:</strong> University of Idaho Students and Employees<br> <strong>FROM:</strong> Scott Green, President<br> <strong>DATE:</strong> July 12, 2023<br> <strong>SUBJECT:</strong> King Road Demolition on Hold Until October</p> <hr> <p>Since that fateful night in November, the house on King Road where four of our fellow Vandals were senselessly killed has stood as a stark reminder of what was lost. We lost our innocence and our sense of safety. We realized that evil can visit our town and we lost four bright souls from our Vandal Family.</p> <p>In response to this tragedy, we have tried to do what is right, knowing full well there are no actions or decisions that will be met with full support. This is why the decision about what to do with the King Road house is so difficult. On the one hand, some people want it taken down. It is a constant reminder of the heinous acts that went on inside it. It is also a place that continues to draw unwanted attention from media, YouTubers and others. On the other hand, it elicits deep emotional responses from those who are working through grief and who fear that its destruction could impact the court case. We hear all these arguments, take them seriously and weigh them against the greater good for our university.</p> <p>Because of this, upon the completion of the remediation of the house, including lead and asbestos abatement, we will pause demolition. We will revisit this decision in October. There is no legal requirement for leaving the house standing — both the prosecution and defense have released any interest in the house for their cases. We still fully expect to demolish the house, which was given to the university by the former owner. But we believe leaving the house standing, for now, is the right course to take.</p> <p>In the meantime, we can focus on other aspects of healing. All personal items of the students who lived there were removed and families will soon be able to retrieve their loved ones’ possessions to the extent they wish to do so. We will continue to work discretely and respectfully with the families on this. In addition, calls for inspiration are coming in for the <a href=""/giving/healing-garden-and-memorial"">Vandal Healing Garden and Memorial</a> that will be constructed on campus. This student-driven project will move into the classroom this fall as our students in the College of Art and Architecture develop plans for this shared healing space.</p> <p>We appreciate how you have all responded with empathy and patience. It is through collaboration such as this that the Vandal Family will continue to heal.</p> <p><strong>Scott Green</strong><br> President<br> <br> <a href=""mailto:president@uidaho.edu"">president@uidaho.edu</a></p> <p></p>",,email,,,,
president_memo_2022-12-30,,"Dec. 30, 2022 | Arrest Made in King Street Homicides",2022-12-30,Email as originally published on the Presidential Memos page.,Presidential Memos,,https://perma.cc/628M-D8LN,,Text,text/html,"<p></p> <p><strong>TO:</strong> University of Idaho Students and Employees<br> <strong>FROM:</strong> Scott Green, President<br> <strong>DATE:</strong>&nbsp;Dec. 30, 2022<br> <strong>SUBJECT:</strong> Arrest Made in King Street Homicides&nbsp;</p> <hr> <p>Bryan Christopher Kohberger was arrested in Pennsylvania last night in connection with the King Street homicides, according to the Moscow Police Department. The U of I does not appear to have any record of Kohberger. No motive has been released by law enforcement.<br> <br> This is the news we have been waiting for and a relief for our community and most importantly, the families of Kaylee Goncalves, Madison Mogen, Xana Kernodle and Ethan Chapin. We are grateful for the hard work of law enforcement to protect our community and bring justice.&nbsp;&nbsp;<br> <br> It has been a stressful time for our university, but we never lost faith that this case would be solved and are grateful for the hard work of the MPD and their law enforcement partners. We appreciate the increased security presence of the Idaho State Police to bring comfort and calm to a community shocked and confused by this senseless crime. This was made possible by Gov. Brad Little’s financial support. Vast and committed FBI resources brought important expertise to this complex case. Across the board, dedicated, highly competent personnel worked on this case.&nbsp;&nbsp;<br> <br> This crime has nevertheless left a mark on our university, our community and our people. As such, counseling services remain available to all students over the break and when classes resume Wednesday, Jan. 11. Employees needing assistance can use the free and confidential EAP resources available through your benefits or contact David Talbot, university ombuds, at <a href=""mailto:ombuds@uidaho.edu"">ombuds@uidaho.edu</a> for additional support.&nbsp;<br> <br> Classes in self-defense, vigilance, stalking awareness, healthy relationships and more, as well as the distribution of personal safety devices, will continue as planned. Additional security personnel have been added to the university’s security team and local law enforcement will increase patrols on campus and in nearby neighborhoods.&nbsp;&nbsp;<br> <br> The outpouring of support from across the state and nation helped sustain us during this most trying time. For the past several weeks, we were all Vandals, and that provided the strength that helped us navigate the international scrutiny visited on our students and employees. Kindness is contagious and provided light that reclaimed ground lost to evil and darkness. We are thankful for the compassion shown to our community.&nbsp;&nbsp;<br> <br> The care for each other and resilience of our students and employees has been remarkable. Our students come first, and that was proven each and every day of this investigation. We are committed to safely delivering the college town atmosphere, campus experience and high-touch, quality education for which the University of Idaho is known.&nbsp;&nbsp;<br> <br> While we cannot bring back Maddie, Kaylee, Xana and Ethan, we can thoughtfully and purposefully carry their legacy forward in the work we do. The next few months will be tough on their friends and families as the legal system begins the process of publicly prosecuting these crimes to bring justice. Let’s keep them in our thoughts and prayers and continue to stand #vandalstrong.</p> <p><em>Scott Green<br> President</em></p> <p><em><a href=""mailto:president@uidaho.edu"">president@uidaho.edu</a><br> <a href=""/president"">uidaho.edu/president</a></em></p> <p></p>",,email,,,,
president_memo_2022-11-23,,"Nov. 23, 2022 | A Special Message from President Scott Green",2022-11-23,Email as originally published on the Presidential Memos page.,Presidential Memos,,https://perma.cc/628M-D8LN,,Text,text/html,"<p></p> <p><strong>TO:</strong> University of Idaho Students and Employees<br> <strong>FROM:</strong> Scott Green, President<br> <strong>DATE:</strong> Nov. 23, 2022<br> <strong>SUBJECT:</strong> <span>A Special Message from President Scott Green</span></p> <hr> <p>Vandals —</p> <p>The path ahead may seem daunting, but we will move forward together.</p> <iframe width=""560"" height=""315"" src=""https://www.youtube-nocookie.com/embed/BezLvCInu6w?rel=0"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture""></iframe> <br><br> <p><em>Scott Green<br> President</em><br> <br> <a href=""mailto:president@uidaho.edu"">president@uidaho.edu</a></p> <p></p>",,email,,,,https://youtu.be/BezLvCInu6w
president_memo_2022-11-22,,"Nov. 22, 2022 | We Will Remain Flexible Through the End of the Semester",2022-11-22,Email as originally published on the Presidential Memos page.,Presidential Memos,,https://perma.cc/628M-D8LN,,Text,text/html,"<p></p> <p><strong>TO:</strong> University of Idaho Students and Employees<br> <strong>FROM:</strong> Scott Green, President<br> <strong>DATE:</strong> Nov. 22, 2022<br> <strong>SUBJECT:</strong> We Will Remain Flexible Through the End of the Semester</p> <hr> <p>The power and strength of the Vandal Family has never been more evident to me than it has this week. The emotion that has united our campus since the horrible deaths of Kaylee Goncalves, Madison Mogen, Xana Kernodle and Ethan Chapin is incredible. We will come together 5 p.m. Wednesday, Nov. 30, on the Administration Building Lawn to commemorate the lives of these four Vandals. In our shared grief, we find strength.</p> <p><strong>Course Delivery</strong></p> <p>We have heard from many of you about how you hope we will proceed as a university after Fall Break. Each idea, concern and fear has been heard and considered. We will strive to respond accordingly. As such, faculty have been asked to prepare in-person teaching and remote learning options so that each student can choose their method of engagement for the final two weeks of the semester. Moving courses fully online is not preferred but may be necessary in limited situations. Students, your faculty will communicate course options soon. We still plan to hold the two Commencement Ceremonies Saturday, Dec. 10.</p> <p><strong>Resources</strong></p> <p>We are grateful for our faculty who are working hard to meet students where they are, while also dealing with their own grief. Faculty, please communicate with your classes and work with students to help meet end-of-semester requirements. The Center for Excellence in Teaching and Learning has <a rel=""noopener noreferrer"" href=""https://www.webpages.uidaho.edu/cetl/ui-guide-for-crisis.asp"" target=""_blank"">resources to support you</a> as you make these adjustments.</p> <p>We appreciate our staff who are keeping offices open, providing resources and helping our students, again while dealing with their own natural reactions to this tragedy.</p> <p>For all employees, the <a href=""/human-resources/benefits/core-benefits/eap"">Employee Assistance Program</a>&nbsp;is available to provide you support during this difficult time. <a href=""/human-resources/benefits/core-benefits/eap"">Additional Emergency Crisis resources</a>&nbsp;have been made available through EAP.</p> <p>Drop-in counseling for students will continue the week of Nov. 28. Watch for details. The Counseling and Testing Center will also be open for drop-in or by appointment at 208-885-6716. This phone line provides 24/7 access to counselors (select option three in the evenings and weekends to be connected to someone).</p> <p><strong>Safety</strong></p> <p>We continue to push for answers to this case while recognizing the enormity of the task ahead for dozens of law enforcement experts across agencies. We are not accustomed to this kind of violence in our town or at our university and are grateful to the Idaho State Police for increasing their visibility on our campus and in our community. This will continue for the foreseeable future.</p> <p>Student and employee safety remains our priority. In addition to the increased Idaho State Police presence, we have increased our own security force. Safe Walk continues to be available 24/7 by calling 885-7233 (SAFE). Extra safety precautions are being taken in the residence halls, and Fraternity and Sorority Life chapters are encouraged to review their own facility security protocols with their housing corporation boards.</p> <p><strong>Tips and Updates</strong></p> <p>Anyone with information about this crime is asked to call 208-883-7180 or email <a href=""mailto:tipline@ci.moscow.id.us"">tipline@ci.moscow.id.us</a>.</p> <p>For more information, <a href=""/communications"">access to all university communications on this incident</a>, resources and information on the vigil, visit uidaho.edu. Moscow Police will hold a press conference at 1 p.m. tomorrow, Wednesday, Nov. 23. It will be livestreamed at <a rel=""noopener noreferrer"" href=""https://youtu.be/bXEo-AMZbkg"" target=""_blank"">https://youtu.be/bXEo-AMZbkg</a>. Watch your email early next week for further information from the university.</p> <p>As the case unfolds, we will better know how to proceed in the new year. We will endeavor to find balance among safety concerns, the need to grieve and the long-term needs of all our students and employees.</p> <p>As we gather with family and friends this week, remember those who have empty seats at their tables. Remember those who grieve. This senseless crime has shaken us all. It has also brought us closer, caused people to step up and support one another, and perform selfless acts of kindness. For that, I am thankful for this Vandal Family.</p> <p><em>Scott Green<br> President</em><br> <br> <a href=""mailto:president@uidaho.edu"">president@uidaho.edu</a></p> <p></p>",,email,,,,
president_memo_2022-11-17,,"Nov. 17, 2022 | Our Vandal Family Continues to Support",2022-11-17,Email as originally published on the Presidential Memos page.,Presidential Memos,,https://perma.cc/628M-D8LN,,Text,text/html,"<p></p> <p><strong>TO:</strong> University of Idaho Students and Employees<br> <strong>FROM:</strong> Scott Green, President<br> <strong>DATE:</strong> Nov. 17, 2022<br> <strong>SUBJECT:</strong> Our Vandal Family Continues to Support</p> <hr> <p>It has been four days since the tragic deaths of four outstanding Vandals. We are all still working though our grief and a range of emotions. Compounding this is the frustration and concern that no one has been arrested for these crimes. We continue to push for justice.</p> <p>The Moscow Police Department maintains that this appears to be a targeted attack. Because the suspect remains at large, we recommend increased vigilance and encourage anyone with any information to contact Moscow Police at 208-882-2677. You will see an increased security presence through the weekend. This is an intentional increase in response to your concerns and not a reflection of any new information or heightened threat communicated by MPD. Safe Walk services remain available by calling 208-885-7233.</p> <p>We need to remain flexible this week and grant our students and colleagues room to process these unprecedented events in their own ways. Students, you are encouraged to do what is right for you. Whether this is going home early or staying in class, you have our support.</p> <p>Counseling services remain available for students at the Counseling and Testing Center or by calling 208-885-6713. You will need to push option three after-hours and on weekends.</p> <p>Watch your email over the break for updates concerning what we learn about the investigation and plans for after the break.</p> <p>The outreach, kind words and care are conspicuous and broadly displayed across our community and the state. I am proud and grateful for your thoughtful concern for one another over the past few days. We need to be prepared for increased support of one another in the days and weeks ahead. We are a Vandal Family, and that has never been more evident than now.</p> <p><em>Scott Green<br> President</em><br> <br> <a href=""mailto:president@uidaho.edu"">president@uidaho.edu</a></p> <p></p>",,email,,,,
president_memo_2022-11-16,,"Nov. 16, 2022 | Moscow Police Department News Conference Statement",2022-11-16,Email as originally published on the Presidential Memos page.,Presidential Memos,,https://perma.cc/628M-D8LN,,Text,text/html,"<p></p> <p><strong>TO:</strong> University of Idaho Students and Employees<br> <strong>FROM:</strong> Scott Green, President<br> <strong>DATE:</strong> Nov. 16, 2022<br> <strong>SUBJECT:</strong> Moscow Police Department News Conference Statement</p> <hr> <p>The University of Idaho participated today in a joint press conference led by the City of Moscow Police Department. I had the opportunity to address the public about the homicides that have shaken our community. The press conference was livestreamed and is <a rel=""noopener noreferrer"" href=""https://www.youtube.com/watch?v=Xumm43K0Buo"" target=""_blank"">available to view on U of I’s YouTube channel</a>. Below are my opening comments.</p> <p>This crime and the loss of these young lives is beyond comprehension. While our small community is certainly not immune to such things, it is not a situation our close-knit campus is used to dealing with.</p> <p>First, my deepest condolences to the families and friends of Ethan, Kaylee, Xana and Madison. Their loss has been devastating. They were bright lights in our community, are deeply missed and remain in our thoughts and prayers.</p> <p>We have been working with Moscow Police since we were notified on Sunday of the crime. We have helped when asked and continually pushed for as much information as possible, knowing we cannot interfere with the important work of a good investigation. We just want justice for these victims.</p> <p>Our focus at the university is to support our students and employees. We are encouraging students and employees to take care of themselves as we head into the Thanksgiving break. I want to take a moment to commend our faculty and staff who have been on the front lines helping our students, whether that is providing counseling to those that need support, accommodating those that want to travel home, or engaging those who find comfort in staying busy interacting with their peers and instructors in class. Our employees stepped up when our students needed them.</p> <p>While we have relied heavily on the expertise of the Moscow Police Department, we feel confident that remaining open with flexibility to leave allows our students to decide what is best for them.</p> <p>The weeks ahead will continue to challenge us as this loss and the circumstances around this crime become known. We will support each other as we grieve, and we will move through this together as a Vandal Family.</p> <p><em>Scott Green<br> President</em></p> <p><em><a href=""mailto:president@uidaho.edu"">president@uidaho.edu</a><br> <a href=""/president"">uidaho.edu/president</a></em></p> <p></p>",,email,,,,
president_memo_2022-11-14,,"Nov. 14, 2022 | Loss in the Vandal Family",2022-11-14,Email as originally published on the Presidential Memos page.,Presidential Memos,,https://perma.cc/628M-D8LN,,Text,text/html,"<p></p> <p><strong>TO:</strong> University of Idaho Students and Employees<br> <strong>FROM:</strong> Scott Green, President<br> <strong>DATE:</strong> Nov. 14, 2022<br> <strong>SUBJECT:</strong> Loss in the Vandal Family</p> <hr> <p>With tremendous sadness, I share with you the names of four members of the Vandal Family who died over the weekend: Ethan Chapin, Xana Kernodle, Madison Mogen and Kaylee Goncalves. These four students were killed in an alleged homicide that took place off-campus and is under active investigation by the Moscow Police Department.</p> <p>Ethan, a freshman from Mount Vernon, Washington, was a member of Sigma Chi fraternity majoring in recreation, sport and tourism management in the College of Education, Health and Human Sciences.</p> <p>Xana was a junior from Post Falls majoring in marketing in the College of Business and Economics. She was a member of Pi Beta Phi sorority.</p> <p>Madison was a senior majoring in marketing in the College of Business and Economics. She was a member of the Pi Beta Phi sorority and was from Coeur d’Alene.</p> <p>Kaylee, from Rathdrum, was a senior majoring in general studies in the College of Letters, Arts and Social Sciences. She was a member of the Alpha Phi sorority.</p> <p>My wife Gabriella and I are simply heartbroken. Words cannot adequately describe the light these students brought to this world or ease the depth of suffering we feel at their passing under these tragic circumstances. No one feels that loss more than their families and friends. The university is working directly with those affected and is committed to supporting all students, families and employees as this event undeniably touches all of us.</p> <p>Drop-in counseling is available to all students from 8 a.m. to 5 p.m. today, Nov. 14, on the ISUB fourth floor, and in the&nbsp;<a href=""/current-students/cmhc"">Counseling and Testing Center</a>&nbsp;on the third floor of Mary Forney Hall. No appointments are necessary, just stop by. Therapy dog support is available 2-5 p.m. today in the ISUB Vandal Lounge. The&nbsp;<a href=""/student-affairs/dean-of-students"">Dean of Students Office</a>&nbsp;and counseling services, 208-885-6716, are available to visit any student groups needing more focused support or assistance.</p> <p>Additional counseling resources for employees will be provided from 10 a.m. to noon tomorrow, Nov. 15, at the Dean of Students office in TLC 232. Employees needing assistance also can use the free and confidential&nbsp;<a href=""/human-resources/benefits/core-benefits/eap"">EAP resources</a>&nbsp;available through your benefits or contact David Talbot, university ombuds, at&nbsp;<a href=""mailto:ombuds@uidaho.edu?subject=&amp;body="">ombuds@uidaho.edu</a>&nbsp;for additional support.</p> <p>We are grateful for the support of the community and the ongoing work of the MPD. We are doing all we can to aid their efforts. If you have any information regarding this incident, contact the MPD immediately at 208-882-COPS (2677). Additional security is in place on campus to assist with Safe Walks, which can be arranged by calling 208-885-SAFE (7233).</p> <p>As Vandals, we come together and support one another through challenging times, leaning into our collective strength. Look out for one another now. If you are worried about a student or employee and are unsure of what to do, please file a&nbsp;<a href=""/student-affairs/dean-of-students/vandalcare"">VandalCare report</a>. The Office of the Dean of Students is working with several of our students to hold a candlelight vigil later this week so that the Vandal Family can mourn the loss of our friends together.</p> <p>Moscow police do not believe there is an ongoing community risk based on information gathered during the preliminary investigation, however, we ask our employees to be empathetic, flexible and to work with our students who desire to return home to spend time with their families. We do not know the investigation timeline, but we will continue to communicate to campus as we learn more.</p> <p>With sympathies to all who are affected,</p> <p><em>Scott Green<br> President</em></p> <p><em><a href=""mailto:president@uidaho.edu"">president@uidaho.edu</a><br> <a href=""/president"">uidaho.edu/president</a></em></p> <p></p>",,email,,,,
president_memo_2022-11-13,,"Nov. 13, 2022 | Classes Cancelled to Honor Student Victims",2022-11-13,Email as originally published on the Presidential Memos page.,Presidential Memos,,https://perma.cc/628M-D8LN,,Text,text/html,"<p></p> <p><strong>TO:</strong> University of Idaho Students and Employees<br> <strong>FROM:</strong> Scott Green, President<br> <strong>DATE:</strong> Nov. 13, 2022<br> <strong>SUBJECT:</strong> Classes Cancelled to Honor Student Victims</p> <hr> <p>It is with deep sadness that I share with you that the university was notified today of the death of four University of Idaho students living off-campus believed to be victims of homicide. Out of respect for these fellow Vandals, classes statewide and online are cancelled Monday, Nov. 14. All campuses remain open. Classes will resume Tuesday, Nov. 15.</p> <p>The Moscow Police Department is investigating and the families of these students have been notified. We continue to actively aid law enforcement’s efforts. MPD does not believe there is an active threat. We are grateful for the support of the community and the ongoing efforts of the Police Department. The university is committed to supporting students and families during this difficult time.</p> <p>Students impacted have support options available. Students can reach out to the&nbsp;<a href=""/current-students/cmhc"">Counseling and Testing Center</a>&nbsp;on the third floor of Mary Forney Hall or call 208-885-6716 for support. Press option three for immediate support in the evenings and on weekends. Students can visit the fourth floor of the ISUB from 8 a.m. to 5 p.m. tomorrow, Monday, for immediate drop-in counseling support. Students can also visit the Dean of Students Office in TLC 232 should you require assistance.</p> <p>Employees needing assistance should use the free and confidential EAP resources available through your benefits. Watch your email Monday for details about additional support resources.</p> <p>An event of this magnitude can understandably have significant impacts on those left behind. As Vandals, we must come together and lift each other up. If you are worried about a student or employee and are unsure of what to do, please file a&nbsp;<a href=""/student-affairs/dean-of-students/vandalcare"">VandalCare report</a>.</p> <p>More details will be released as they become available. If you have any information about this crime, call Moscow police at 208-882-2677. Our thoughts and prayers are with the families of our students as the Vandal Family mourns their loss.</p> <p><em>Scott Green<br> President</em></p> <p><em><a href=""mailto:president@uidaho.edu"">president@uidaho.edu</a><br> <a href=""/president"">uidaho.edu/president</a></em></p> <p></p>",,email,,,,
