objectid,title,creator,date,abstract,description,subject,location,department,publisher,source,identifier,format_original,type,format,language,link,rights,rightsstatement,date created,date modified,reference url,cdmid,contentdm file name,contentdm file path,display_template,filename,object_location,image_small,image_thumb
ir0024,Hispanics: Labor Force & Economy,University of Idaho McClure Center for Public Policy Research,2010,"Idaho's 63,000 Hispanic workers make up 9% of the state's civilian labor force, compared to 14% in the U.S. civilian labor force as a whole. Hispanic workers in Idaho tend to have lower wages and jobs in lower-skilled sectors than other workers. In 2009, median earnings were about $29,300 for Hispanic males compared to roughly $42,000 for non-Hispanic males. The recession has hit Idaho's Hispanic workers especially hard. In 2007, their unemployment rate was 7%. By 2009, Hispanic unemployment increased to 15%. Undocumented workers - foreign born, non-citizens of any background who do not have legal immigrant status - make up a smaller share of Idaho's labor force (3%) than in the U.S. as a whole (5%). This report is the second of three in our At A Glance series on Idaho's Hispanics. The first focused on demographics (June 2010), and the third will focus on education.",Policy brief from the James A. & Louise McClure Center for Public Policy Research,Rural development; Hispanic Americans; Labor supply,,,,,Idaho at a Glance. November 2010,text,Text,application/pdf,en,,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2015-09-04,2015-09-11,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/IR/id/24,24,25.pdf,/IR/image/25.pdf,pdf,ir0024.pdf,https://objects.lib.uidaho.edu/ir/ir0024.pdf,https://objects.lib.uidaho.edu/ir/small/ir0024_sm.jpg,https://objects.lib.uidaho.edu/ir/thumbs/ir0024_th.jpg
ir0025,Hispanics: An Overview,University of Idaho McClure Center for Public Policy Research,2010,"Like the rest of the nation, Idaho is becoming more diverse, mainly because of its growing Hispanic population. With about 165,000 Hispanic residents, Idaho has the 15th highest proportion of Hispanics in the nation. Today, roughly 11% of Idahoans are Hispanic, compared to 5% in 1990. Also similar to the rest of the nation, most Hispanics in Idaho were born in the U.S. Of those born elsewhere, one-third came to this country before 1990, another third arrived during the 1990s, and the rest have come since 2000. Thus, Hispanics who moved to the U.S. in the last decade make up only 10% of the state's total Hispanic population.  This report provides an overview of Idaho's Hispanic residents, with information about the size and characteristics of the Hispanic population. It is the first in a series of three Hispanic At A Glance reports. The next two reports will focus on education and the labor force.",Policy brief from the James A. & Louise McClure Center for Public Policy Research,Rural development; Hispanic Americans,,,,,Idaho at a Glance. June 2010,text,Text,application/pdf,en,,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2015-09-04,2015-09-11,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/IR/id/25,25,26.pdf,/IR/image/26.pdf,pdf,ir0025.pdf,https://objects.lib.uidaho.edu/ir/ir0025.pdf,https://objects.lib.uidaho.edu/ir/small/ir0025_sm.jpg,https://objects.lib.uidaho.edu/ir/thumbs/ir0025_th.jpg
ir0026,Rural Idaho in the Recession,University of Idaho McClure Center for Public Policy Research,2010,"Nationwide, the current economic recession officially began in December 2007. The recession didn't hit rural Idaho until about a year later, when some small communities began to experience very steep declines. The hardest hit counties in the state - all rural - are located in central and northern Idaho. Rural counties that are more dependent on agriculture, mainly in the south, are weathering the recession better than the state as a whole. Though some small communities have been hit hard, employment trends in rural Idaho have generally been more stable than in urban parts of the state. Employment in rural Idaho has tended to grow less during boom times and decline more slowly during recessionary periods. Rural Idaho accounts for 30% of the state's population now, down from  33% in 2001. Out-migration from rural Idaho has slowed since the recession began, as it has in rural America as a whole.",Policy brief from the James A. & Louise McClure Center for Public Policy Research,Rural development; Recessions--United States;,,,,,Idaho at a Glance. February 2010,text,Text,application/pdf,en,,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2015-09-04,2015-09-11,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/IR/id/26,26,27.pdf,/IR/image/27.pdf,pdf,ir0026.pdf,https://objects.lib.uidaho.edu/ir/ir0026.pdf,https://objects.lib.uidaho.edu/ir/small/ir0026_sm.jpg,https://objects.lib.uidaho.edu/ir/thumbs/ir0026_th.jpg
ir0027,Rural education,University of Idaho McClure Center for Public Policy Research,2009,"About two-thirds of Idaho's school districts are rural. Compared to other districts in Idaho, rural districts: tend to have lower enrollments; are more likely to be losing students; tend to spend more per student, despite lower teacher salaries; tend to have smaller class sizes; are more successful at meeting No Child Left Behind targets; and are much more likely to be adopting four-day school weeks. Over one-fourth of Idaho's K-12 students are rural. Compared to other students in Idaho, rural students: score nearly the same on both state and federal standardized tests; are more likely to come from low income families; are just as likely to be ""English as a Second Language"" students.",Policy brief from the James A. & Louise McClure Center for Public Policy Research,Rural schools; Education,,,,,Idaho at a Glance. 2009.,text,Text,application/pdf,en,,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2015-09-04,2015-09-11,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/IR/id/27,27,28.pdf,/IR/image/28.pdf,pdf,ir0027.pdf,https://objects.lib.uidaho.edu/ir/ir0027.pdf,https://objects.lib.uidaho.edu/ir/small/ir0027_sm.jpg,https://objects.lib.uidaho.edu/ir/thumbs/ir0027_th.jpg
ir0028,Rural Idaho 2008,University of Idaho McClure Center for Public Policy Research,2008,"Roughly 3-in-10 Idahoans now live in rural areas, compared to 4-in-10 in 1990. Rural Idaho has continued to grow since 2000, though not as fast as urban parts of the state. The rural population increased an average of one percent a year from 2000 to 2006; the urban population increased about three percent per year. The more remote a county is, the more slowly it is likely to grow. In contrast, rural counties with strong commuting ties to large cities are growing the fastest (about two percent a year since 2000).",Policy brief from the James A. & Louise McClure Center for Public Policy Research,Rural development,,,,,Idaho at a Glance. 2008.,text,Text,application/pdf,en,,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2015-09-04,2015-09-11,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/IR/id/28,28,29.pdf,/IR/image/29.pdf,pdf,ir0028.pdf,https://objects.lib.uidaho.edu/ir/ir0028.pdf,https://objects.lib.uidaho.edu/ir/small/ir0028_sm.jpg,https://objects.lib.uidaho.edu/ir/thumbs/ir0028_th.jpg
ir0029,Profile of Rural Idaho,University of Idaho McClure Center for Public Policy Research,2005,"Change truly is the one constant on which we can depend. If there is any question, travel throughout rural Idaho. Seasons change, challenges change and communities change. Some change is positive, some managed and some is out of our control. As human beings, it is our duty to seek change that is best for ourselves, neighbors, community and state. We must get ahead of the change and direct it when we can, adapt to the change we cannot control and maintain a positive approach throughout. One of the most powerful ways to influence positive change is through partnership. Sitting down with people from divergent backgrounds to work toward a common goal of creating change or adapting to it benefits everyone who participates. The Profile of Rural Idaho represents the power of partnership. The University of Idaho and Idaho Commerce & Labor invested greatly to gather, assess and organize the data. Numerous people from a   variety of federal, state and private entities helped through the Profile writing process. Idaho Rural Partnership (IRP) provided resources and technology and financed printing. The Profile is a tangible example of IRP's mission to join diverse public and private resources for innovative collaborations to strengthen communities and improve life in rural Idaho. The coalition of federal, state, local and private partners recognizes the importance of this profile and the possible positive changes that come from understanding the data. However, the true collaboration comes now. The information represents the dynamic changes experienced in rural Idaho. Population fluctuations, rural economies and employment, agriculture and natural resource management issues, and educating   Idaho's young people are challenges highlighted in the Profile of Rural Idaho. The issues are the impetus for divergent groups to gather with a single goal: How can Idahoans work together to improve the quality of life in this State? How can federal, state, private, and non-profit groups enter the realm of give-and-take, consensus building, collaboration, and ultimately partnership? The process starts by critically assessing the data, setting aside agendas and entering the discussion asking, �What is best for rural Idaho?� This is the fourth Profile of Rural Idaho. The data is collected and assembled every five years. We are  most grateful to authors Priscilla Salant and Alan Porter. They, and respective staff, also researched the data. Salant works in the area of rural policy and assessment in the Agricultural Economics and Rural Sociology Department at the University of Idaho. Porter is the manager of information services in the  Communications & Research Division of Idaho Commerce & Labor. Christine Dearien and Debbie Gray, research analysts with the University of Idaho, and Tony Tenne, economic development analyst with Idaho Commerce & Labor, also researched the data and offered technical assistance. The document is available online at http://irp.idaho.gov.",Policy brief from the James A. & Louise McClure Center for Public Policy Research,Rural development,,,,,Idaho at a Glance. 2005.,text,Text,application/pdf,en,,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2015-09-04,2015-09-11,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/IR/id/29,29,30.pdf,/IR/image/30.pdf,pdf,ir0029.pdf,https://objects.lib.uidaho.edu/ir/ir0029.pdf,https://objects.lib.uidaho.edu/ir/small/ir0029_sm.jpg,https://objects.lib.uidaho.edu/ir/thumbs/ir0029_th.jpg
ir0030,Rural Idaho 2003,Priscilla Salant; University of Idaho McClure Center for Public Policy Research,2003,"The 1990s brought major demographic changes to Idaho. Population grew by 29 percent from 1990 to 2000, from 1 million residents to almost 1.3 million, the fifth fastest rate in the nation. On an annual basis, our growth rate peaked in 1993 at a remarkable 3.5 percent. Hispanics made up 8 percent of the population in 2000 and accounted for 17 percent of the growth that occured during the 1990s. These trends played out differently across rural Idaho. The population of most rural counties grew at a moderate rate, while a few grew rapidly and two, Shoshone and Butte, lost population. Most rural counties bordering the state's urban areas grew, sometimes dramatically. Several rural counties grew enough to be reclassified as metropolitan. Hispanic populations in rural southern and eastern parts of the state grew significantly, while hardly increasing in the north.",Policy brief from the James A. & Louise McClure Center for Public Policy Research,Rural development,,,,,Idaho at a Glance. 2003.,text,Text,application/pdf,en,,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2015-09-04,2015-09-11,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/IR/id/30,30,31.pdf,/IR/image/31.pdf,pdf,ir0030.pdf,https://objects.lib.uidaho.edu/ir/ir0030.pdf,https://objects.lib.uidaho.edu/ir/small/ir0030_sm.jpg,https://objects.lib.uidaho.edu/ir/thumbs/ir0030_th.jpg
ir0031,Awards for Excellence 2007,University of Idaho Office of Alumni Relations,2007,"The Alumni Award for Excellence is presented to approximately 40 undergraduate senior level students and an additional 15 graduate and law students who have achieved outstanding academic success and have demonstrated career and professional preparation; campus and community leadership and involvement, or leaders in the classroom, laboratory, campus and community.",Award winners from 2007.,,,,,,,text,Text,application/pdf,en,,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2015-11-04,2015-11-05,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/IR/id/31,31,32.pdf,/IR/image/32.pdf,pdf,ir0031.pdf,https://objects.lib.uidaho.edu/ir/ir0031.pdf,https://objects.lib.uidaho.edu/ir/small/ir0031_sm.jpg,https://objects.lib.uidaho.edu/ir/thumbs/ir0031_th.jpg
ir0032,Awards for Excellence 2011,University of Idaho Office of Alumni Relations,2011,"The Alumni Award for Excellence is presented to approximately 40 undergraduate senior level students and an additional 15 graduate and law students who have achieved outstanding academic success and have demonstrated career and professional preparation; campus and community leadership and involvement, or leaders in the classroom, laboratory, campus and community.",Award winners from 2011.,,,,,,,text,Text,application/pdf,en,,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2015-11-04,2015-11-05,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/IR/id/32,32,33.pdf,/IR/image/33.pdf,pdf,ir0032.pdf,https://objects.lib.uidaho.edu/ir/ir0032.pdf,https://objects.lib.uidaho.edu/ir/small/ir0032_sm.jpg,https://objects.lib.uidaho.edu/ir/thumbs/ir0032_th.jpg
ir0033,Awards for Excellence 2014,University of Idaho Office of Alumni Relations,2014,"The Alumni Award for Excellence is presented to approximately 40 undergraduate senior level students and an additional 15 graduate and law students who have achieved outstanding academic success and have demonstrated career and professional preparation; campus and community leadership and involvement, or leaders in the classroom, laboratory, campus and community.",Award winners from 2014.,,,,,,,text,Text,application/pdf,en,,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2015-11-04,2015-11-05,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/IR/id/33,33,34.pdf,/IR/image/34.pdf,pdf,ir0033.pdf,https://objects.lib.uidaho.edu/ir/ir0033.pdf,https://objects.lib.uidaho.edu/ir/small/ir0033_sm.jpg,https://objects.lib.uidaho.edu/ir/thumbs/ir0033_th.jpg
ir0034,Tradition Keeper Rosters 2014,University of Idaho Student Alumni Relations Board,2014,"An award given to students, alumni, and friends who have completed the necessary requirements to earn the title of an official Univeristy of Idaho Tradition Keeper.",Award winners from 2014.,,,,,,,text,Text,application/pdf,en,,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2015-11-04,2015-11-04,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/IR/id/34,34,35.pdf,/IR/image/35.pdf,pdf,ir0034.pdf,https://objects.lib.uidaho.edu/ir/ir0034.pdf,https://objects.lib.uidaho.edu/ir/small/ir0034_sm.jpg,https://objects.lib.uidaho.edu/ir/thumbs/ir0034_th.jpg
ir0035,Tradition Keeper Rosters 2011,University of Idaho Student Alumni Relations Board,2011,"An award given to students, alumni, and friends who have completed the necessary requirements to earn the title of an official Univeristy of Idaho Tradition Keeper.",Award winners from 2011.,,,,,,,text,Text,application/pdf,en,,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2015-11-04,2015-11-04,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/IR/id/35,35,36.pdf,/IR/image/36.pdf,pdf,ir0035.pdf,https://objects.lib.uidaho.edu/ir/ir0035.pdf,https://objects.lib.uidaho.edu/ir/small/ir0035_sm.jpg,https://objects.lib.uidaho.edu/ir/thumbs/ir0035_th.jpg
ir0036,Awards for Excellence 2010,University of Idaho Office of Alumni Relations,2010,"The Alumni Award for Excellence is presented to approximately 40 undergraduate senior level students and an additional 15 graduate and law students who have achieved outstanding academic success and have demonstrated career and professional preparation; campus and community leadership and involvement, or leaders in the classroom, laboratory, campus and community.",Award winners from 2010.,,,,,,,text,Text,application/pdf,en,,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2015-11-04,2015-11-05,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/IR/id/36,36,37.pdf,/IR/image/37.pdf,pdf,ir0036.pdf,https://objects.lib.uidaho.edu/ir/ir0036.pdf,https://objects.lib.uidaho.edu/ir/small/ir0036_sm.jpg,https://objects.lib.uidaho.edu/ir/thumbs/ir0036_th.jpg
ir0037,Awards for Excellence 2012,University of Idaho Office of Alumni Relations,2012,"The Alumni Award for Excellence is presented to approximately 40 undergraduate senior level students and an additional 15 graduate and law students who have achieved outstanding academic success and have demonstrated career and professional preparation; campus and community leadership and involvement, or leaders in the classroom, laboratory, campus and community.",Award winners from 2012.,,,,,,,text,Text,application/pdf,en,,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2015-11-04,2015-11-05,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/IR/id/37,37,38.pdf,/IR/image/38.pdf,pdf,ir0037.pdf,https://objects.lib.uidaho.edu/ir/ir0037.pdf,https://objects.lib.uidaho.edu/ir/small/ir0037_sm.jpg,https://objects.lib.uidaho.edu/ir/thumbs/ir0037_th.jpg
ir0038,Awards for Excellence 2013,University of Idaho Office of Alumni Relations,2013,"The Alumni Award for Excellence is presented to approximately 40 undergraduate senior level students and an additional 15 graduate and law students who have achieved outstanding academic success and have demonstrated career and professional preparation; campus and community leadership and involvement, or leaders in the classroom, laboratory, campus and community.",Award winners from 2013.,,,,,,,text,Text,application/pdf,en,,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2015-11-04,2015-11-05,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/IR/id/38,38,39.pdf,/IR/image/39.pdf,pdf,ir0038.pdf,https://objects.lib.uidaho.edu/ir/ir0038.pdf,https://objects.lib.uidaho.edu/ir/small/ir0038_sm.jpg,https://objects.lib.uidaho.edu/ir/thumbs/ir0038_th.jpg
ir0039,Awards for Excellence 2008,University of Idaho Office of Alumni Relations,2008,"The Alumni Award for Excellence is presented to approximately 40 undergraduate senior level students and an additional 15 graduate and law students who have achieved outstanding academic success and have demonstrated career and professional preparation; campus and community leadership and involvement, or leaders in the classroom, laboratory, campus and community.",Award winners from 2008.,,,,,,,text,Text,application/pdf,en,,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2015-11-04,2015-11-05,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/IR/id/39,39,40.pdf,/IR/image/40.pdf,pdf,ir0039.pdf,https://objects.lib.uidaho.edu/ir/ir0039.pdf,https://objects.lib.uidaho.edu/ir/small/ir0039_sm.jpg,https://objects.lib.uidaho.edu/ir/thumbs/ir0039_th.jpg
ir0040,Tradition Keeper Rosters 2010,University of Idaho Student Alumni Relations Board,2010,"An award given to students, alumni, and friends who have completed the necessary requirements to earn the title of an official Univeristy of Idaho Tradition Keeper.",Award winners from 2010.,,,,,,,text,Text,application/pdf,en,,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2015-11-04,2015-11-04,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/IR/id/40,40,41.pdf,/IR/image/41.pdf,pdf,ir0040.pdf,https://objects.lib.uidaho.edu/ir/ir0040.pdf,https://objects.lib.uidaho.edu/ir/small/ir0040_sm.jpg,https://objects.lib.uidaho.edu/ir/thumbs/ir0040_th.jpg
ir0041,Tradition Keeper Rosters 2013,University of Idaho Student Alumni Relations Board,2013,"An award given to students, alumni, and friends who have completed the necessary requirements to earn the title of an official Univeristy of Idaho Tradition Keeper.",Award winners from 2013.,,,,,,,text,Text,application/pdf,en,,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2015-11-04,2015-11-04,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/IR/id/41,41,42.pdf,/IR/image/42.pdf,pdf,ir0041.pdf,https://objects.lib.uidaho.edu/ir/ir0041.pdf,https://objects.lib.uidaho.edu/ir/small/ir0041_sm.jpg,https://objects.lib.uidaho.edu/ir/thumbs/ir0041_th.jpg
ir0042,Tradition Keeper Rosters 2012,University of Idaho Student Alumni Relations Board,2012,"An award given to students, alumni, and friends who have completed the necessary requirements to earn the title of an official Univeristy of Idaho Tradition Keeper.",Award winners from 2012.,,,,,,,text,Text,application/pdf,en,,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2015-11-04,2015-11-04,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/IR/id/42,42,43.pdf,/IR/image/43.pdf,pdf,ir0042.pdf,https://objects.lib.uidaho.edu/ir/ir0042.pdf,https://objects.lib.uidaho.edu/ir/small/ir0042_sm.jpg,https://objects.lib.uidaho.edu/ir/thumbs/ir0042_th.jpg
ir0043,Vandal Vibe 2014,University of Idaho Office of Alumni Relations,2014,"Newsletter delivered electronically through email bi-monthly to Univeristy of Idaho alumni. Includes susccess stories about alumni, students, faculty and staff; university developments; featured resources; and a personal note from the Director of Alumni relations.",Editions from 2014 delivered in one file.,,,,,,,text,Text,application/pdf,en,,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2015-11-04,2015-11-04,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/IR/id/43,43,44.pdf,/IR/image/44.pdf,pdf,ir0043.pdf,https://objects.lib.uidaho.edu/ir/ir0043.pdf,https://objects.lib.uidaho.edu/ir/small/ir0043_sm.jpg,https://objects.lib.uidaho.edu/ir/thumbs/ir0043_th.jpg
ir0044,Awards for Excellence 2009,University of Idaho Office of Alumni Relations,2009,"The Alumni Award for Excellence is presented to approximately 40 undergraduate senior level students and an additional 15 graduate and law students who have achieved outstanding academic success and have demonstrated career and professional preparation; campus and community leadership and involvement, or leaders in the classroom, laboratory, campus and community.",Award winners from 2009.,,,,,,,text,Text,application/pdf,en,,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2015-11-04,2015-11-05,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/IR/id/44,44,45.pdf,/IR/image/45.pdf,pdf,ir0044.pdf,https://objects.lib.uidaho.edu/ir/ir0044.pdf,https://objects.lib.uidaho.edu/ir/small/ir0044_sm.jpg,https://objects.lib.uidaho.edu/ir/thumbs/ir0044_th.jpg
ir0045,Vandal Vibe 2013,University of Idaho Office of Alumni Relations,2013,"Newsletter delivered electronically through email bi-monthly to Univeristy of Idaho alumni. Includes susccess stories about alumni, students, faculty and staff; university developments; featured resources; and a personal note from the Director of Alumni relations.",Editions from 2013 delivered in one file.,,,,,,,text,Text,application/pdf,en,,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2015-11-04,2015-11-04,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/IR/id/45,45,46.pdf,/IR/image/46.pdf,pdf,ir0045.pdf,https://objects.lib.uidaho.edu/ir/ir0045.pdf,https://objects.lib.uidaho.edu/ir/small/ir0045_sm.jpg,https://objects.lib.uidaho.edu/ir/thumbs/ir0045_th.jpg
ir0046,Vandal Vibe 2015,University of Idaho Office of Alumni Relations,2015,"Newsletter delivered electronically through email bi-monthly to Univeristy of Idaho alumni. Includes susccess stories about alumni, students, faculty and staff; university developments; featured resources; and a personal note from the Director of Alumni relations.",Editions from 2015 delivered in one file.,,,,,,,text,Text,application/pdf,en,,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2015-11-04,2015-11-04,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/IR/id/46,46,47.pdf,/IR/image/47.pdf,pdf,ir0046.pdf,https://objects.lib.uidaho.edu/ir/ir0046.pdf,https://objects.lib.uidaho.edu/ir/small/ir0046_sm.jpg,https://objects.lib.uidaho.edu/ir/thumbs/ir0046_th.jpg
ir0047,Forest Fire Smoke Management Policy: Can Prescribed Fire Reduce Subsequent Wildland Fire Emissions?,Philip S. Cook; Jay O'Laughlin,2004,Smoke is one short-term effect of forest fires. Smoke is regulated by a web of interrelated federal and state laws and regulations designed to protect human health and welfare. Many forest managers agree that using prescribed fire can have less adverse effects on air quality than allowing wildland fires to burn forests under uncontrolled conditions. A policy question arises: Are the laws and regulations that protect air quality flexible enough to allow for increased smoke from prescribed fires in the short-term in order to prevent worse air quality from unplanned wildland fires in the future? This report replies to that question.,Policy Analysis Group Report - University of Idaho College of Natural Resources,forest fires; wildfires; fuel management; wildfire management; environmental policy,,,,,,,Text,application/pdf,en,,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2015-11-24,2015-11-24,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/IR/id/47,47,100.pdf,/IR/image/100.pdf,pdf,ir0047.pdf,https://objects.lib.uidaho.edu/ir/ir0047.pdf,https://objects.lib.uidaho.edu/ir/small/ir0047_sm.jpg,https://objects.lib.uidaho.edu/ir/thumbs/ir0047_th.jpg
ir0048,Comparison of Two Forest Certification Systems and Idaho Legal Requirements,Philip S. Cook; Jay O'Laughlin,2003,"Forest landowners in Idaho are required to follow Idaho's legal statutes and regulations when undertaking forest management activities. Landowners also may voluntarily choose to have their forest lands certified as well-managed by an independent, private certification organization. This report summarizes and compares the legal requirements for Idaho's non-federal forests with the standards of two leading forest certification systems: the Sustainable Forestry Initiative (SFI) and the Forest Stewardship Council (FSC) programs.",Policy Analysis Group Report - University of Idaho College of Natural Resources,forest certification; environmental policy,,,,,,,Text,application/pdf,en,,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2015-11-24,2015-11-24,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/IR/id/48,48,101.pdf,/IR/image/101.pdf,pdf,ir0048.pdf,https://objects.lib.uidaho.edu/ir/ir0048.pdf,https://objects.lib.uidaho.edu/ir/small/ir0048_sm.jpg,https://objects.lib.uidaho.edu/ir/thumbs/ir0048_th.jpg
ir0049,"Forest Resource-Based Economic Development in Idaho: Analysis of Concepts, Resource Management Policies, and Community Effects",Chuck Harris; Philip S. Cook; Jay O'Laughlin,2003,"The future of Idahos rural communities can be viewed two ways, based on two models of how communities use forest resources for economic development. One view is that commodity production drives economic developmentharvesting timber and manufacturing lumber, plywood, paper, and other wood products from it. The other viewpoint relies on amenity values associated with the forestsscenery, wildlife, recreation, etc.to attract people to visit or move to Idaho, bringing money or skills that in turn drive economic development. In this report, we analyze Idahos rural communities for evidence to support the commodity-based and amenity-based models of economic development. The two models may imply two different ways of managing forest lands and the resources that come from them, and they may portend different futures for rural communities in Idaho.",Policy Analysis Group Report - University of Idaho College of Natural Resources,forest resources; forest products; resource management; environmental policy,,,,,,,Text,application/pdf,en,,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2015-11-24,2015-11-24,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/IR/id/49,49,102.pdf,/IR/image/102.pdf,pdf,ir0049.pdf,https://objects.lib.uidaho.edu/ir/ir0049.pdf,https://objects.lib.uidaho.edu/ir/small/ir0049_sm.jpg,https://objects.lib.uidaho.edu/ir/thumbs/ir0049_th.jpg
