objectid,title,creator,description,date,date is approximate?,subject,point of origin,destination,coverage,contributing institution,digital collection,finding aid,source,identifier,publisher digital,format original,format,type,digitization specifications,rights,rightsstatement,language,date digital,date created,date modified,cdm_url,cdmid,contentdm file name,contentdm file path,display_template,filename,object_location,image_small,image_thumb,errors
bunkerhill85,"Instructions for Storekeeper and Timekeeper, unsigned, no date",,Handwritten instructions and samples of forms; 9 pages.,1900,yes,accounting; reports,United States;Idaho;Shoshone County,,Coeur d'Alene Mining District (Idaho),"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Bunker Hill Mining Company Labor History Collection,https://archiveswest.orbiscascade.org/ark:80444/xv65328,"Bunker Hill Company records, 1887-1984, MG 367, University of Idaho Library Special Collections and Archives",MG367_85_071,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Correspondence,application/pdf,Text,PDF displayed. High Resolution TIFF file kept as archival copy in digital archive.,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,eng,2012,2012-09-21,2018-02-21,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bunkerhill/id/85,85,176.pdf,/bunkerhill/image/176.pdf,pdf,bunkerhill85.pdf,https://objects.lib.uidaho.edu/bunkerhill/bunkerhill85.pdf,https://objects.lib.uidaho.edu/bunkerhill/small/bunkerhill85_sm.jpg,https://objects.lib.uidaho.edu/bunkerhill/thumbs/bunkerhill85_th.jpg,
bunkerhill86,"Letter from Frederick Burbidge to F.W. Bradley, August 03, 1899 [01]","Burbidge, Frederick",Burbidge discusses the Last Chance water rights on the South Fork.,1899-08-03,,water rights; land use,United States;Idaho;Shoshone County;Kellogg,United States;California;San Francisco County;San Francisco,Coeur d'Alene Mining District (Idaho),"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Bunker Hill Mining Company Labor History Collection,https://archiveswest.orbiscascade.org/ark:80444/xv65328,"Bunker Hill Company records, 1887-1984, MG 367, University of Idaho Library Special Collections and Archives",MG367_85_072,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Correspondence,application/pdf,Text,PDF displayed. High Resolution TIFF file kept as archival copy in digital archive.,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,eng,2012,2012-09-21,2018-02-21,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bunkerhill/id/86,86,177.pdf,/bunkerhill/image/177.pdf,pdf,bunkerhill86.pdf,https://objects.lib.uidaho.edu/bunkerhill/bunkerhill86.pdf,https://objects.lib.uidaho.edu/bunkerhill/small/bunkerhill86_sm.jpg,https://objects.lib.uidaho.edu/bunkerhill/thumbs/bunkerhill86_th.jpg,
bunkerhill87,"Letter from Frederick Burbidge to F.W. Bradley, August 03, 1899 [02]","Burbidge, Frederick","Burbidge discusses ore contracts, refers to telegram.",1899-08-03,,ore; contracts,United States;Idaho;Shoshone County;Kellogg,United States;California;San Francisco County;San Francisco,Coeur d'Alene Mining District (Idaho),"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Bunker Hill Mining Company Labor History Collection,https://archiveswest.orbiscascade.org/ark:80444/xv65328,"Bunker Hill Company records, 1887-1984, MG 367, University of Idaho Library Special Collections and Archives",MG367_85_073,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Correspondence,application/pdf,Text,PDF displayed. High Resolution TIFF file kept as archival copy in digital archive.,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,eng,2012,2012-09-21,2018-02-21,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bunkerhill/id/87,87,178.pdf,/bunkerhill/image/178.pdf,pdf,bunkerhill87.pdf,https://objects.lib.uidaho.edu/bunkerhill/bunkerhill87.pdf,https://objects.lib.uidaho.edu/bunkerhill/small/bunkerhill87_sm.jpg,https://objects.lib.uidaho.edu/bunkerhill/thumbs/bunkerhill87_th.jpg,
bunkerhill88,"Letter from Frederick Burbidge to F.W. Bradley, August 04, 1899 [01]","Burbidge, Frederick",Burbidge informs Bradley of a possible witness in the Stemwinder Case and of their dealings with a man named Carlin.,1899-08-04,,legal disputes; labor spies,United States;Idaho;Shoshone County;Kellogg,United States;California;San Francisco County;San Francisco,Coeur d'Alene Mining District (Idaho),"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Bunker Hill Mining Company Labor History Collection,https://archiveswest.orbiscascade.org/ark:80444/xv65328,"Bunker Hill Company records, 1887-1984, MG 367, University of Idaho Library Special Collections and Archives",MG367_85_074,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Correspondence,application/pdf,Text,PDF displayed. High Resolution TIFF file kept as archival copy in digital archive.,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,eng,2012,2012-09-21,2018-02-21,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bunkerhill/id/88,88,179.pdf,/bunkerhill/image/179.pdf,pdf,bunkerhill88.pdf,https://objects.lib.uidaho.edu/bunkerhill/bunkerhill88.pdf,https://objects.lib.uidaho.edu/bunkerhill/small/bunkerhill88_sm.jpg,https://objects.lib.uidaho.edu/bunkerhill/thumbs/bunkerhill88_th.jpg,
bunkerhill89,"Unsigned letter to Frederick V. Rolman, April 05, 1899",,Informing of the transfer of stocks.,1899-04-05,,stocks,United States;Pennsylvania;Philadelphia County;Philadelphia,United States;Oregon;Multnomah County;Portland,Coeur d'Alene Mining District (Idaho),"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Bunker Hill Mining Company Labor History Collection,https://archiveswest.orbiscascade.org/ark:80444/xv65328,"Bunker Hill Company records, 1887-1984, MG 367, University of Idaho Library Special Collections and Archives",MG367_84_008,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Correspondence,application/pdf,Text,PDF displayed. High Resolution TIFF file kept as archival copy in digital archive.,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,eng,2012,2012-09-21,2018-02-21,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bunkerhill/id/89,89,18.pdf,/bunkerhill/image/18.pdf,pdf,bunkerhill89.pdf,https://objects.lib.uidaho.edu/bunkerhill/bunkerhill89.pdf,https://objects.lib.uidaho.edu/bunkerhill/small/bunkerhill89_sm.jpg,https://objects.lib.uidaho.edu/bunkerhill/thumbs/bunkerhill89_th.jpg,
bunkerhill90,"Letter from Frederick Burbidge to F.W. Bradley, August 04, 1899 [02]","Burbidge, Frederick",Burbidge discusses ore contracts.,1899-08-04,,ore; contracts,United States;Idaho;Shoshone County;Kellogg,United States;California;San Francisco County;San Francisco,Coeur d'Alene Mining District (Idaho),"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Bunker Hill Mining Company Labor History Collection,https://archiveswest.orbiscascade.org/ark:80444/xv65328,"Bunker Hill Company records, 1887-1984, MG 367, University of Idaho Library Special Collections and Archives",MG367_85_075,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Correspondence,application/pdf,Text,PDF displayed. High Resolution TIFF file kept as archival copy in digital archive.,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,eng,2012,2012-09-21,2018-02-21,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bunkerhill/id/90,90,180.pdf,/bunkerhill/image/180.pdf,pdf,bunkerhill90.pdf,https://objects.lib.uidaho.edu/bunkerhill/bunkerhill90.pdf,https://objects.lib.uidaho.edu/bunkerhill/small/bunkerhill90_sm.jpg,https://objects.lib.uidaho.edu/bunkerhill/thumbs/bunkerhill90_th.jpg,
bunkerhill91,"Letter from Frederick Burbidge to F.W. Bradley, August 04, 1899 [03]","Burbidge, Frederick","Burbidge discusses ore contracts; handwritten, 2 pages.",1899-08-04,,ore; contracts,United States;Idaho;Shoshone County;Kellogg,United States;California;San Francisco County;San Francisco,Coeur d'Alene Mining District (Idaho),"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Bunker Hill Mining Company Labor History Collection,https://archiveswest.orbiscascade.org/ark:80444/xv65328,"Bunker Hill Company records, 1887-1984, MG 367, University of Idaho Library Special Collections and Archives",MG367_85_076,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Correspondence,application/pdf,Text,PDF displayed. High Resolution TIFF file kept as archival copy in digital archive.,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,eng,2012,2012-09-21,2018-02-21,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bunkerhill/id/91,91,181.pdf,/bunkerhill/image/181.pdf,pdf,bunkerhill91.pdf,https://objects.lib.uidaho.edu/bunkerhill/bunkerhill91.pdf,https://objects.lib.uidaho.edu/bunkerhill/small/bunkerhill91_sm.jpg,https://objects.lib.uidaho.edu/bunkerhill/thumbs/bunkerhill91_th.jpg,
bunkerhill92,"Telegram from Frederick Burbidge to F.W. Bradley, August 05, 1899","Burbidge, Frederick",Telegram written in code.,1899-08-05,,codes,United States;Idaho;Shoshone County;Wardner,United States;California;San Francisco County;San Francisco,Coeur d'Alene Mining District (Idaho),"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Bunker Hill Mining Company Labor History Collection,https://archiveswest.orbiscascade.org/ark:80444/xv65328,"Bunker Hill Company records, 1887-1984, MG 367, University of Idaho Library Special Collections and Archives",MG367_85_077,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Correspondence,application/pdf,Text,PDF displayed. High Resolution TIFF file kept as archival copy in digital archive.,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,eng,2012,2012-09-21,2018-02-21,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bunkerhill/id/92,92,182.pdf,/bunkerhill/image/182.pdf,pdf,bunkerhill92.pdf,https://objects.lib.uidaho.edu/bunkerhill/bunkerhill92.pdf,https://objects.lib.uidaho.edu/bunkerhill/small/bunkerhill92_sm.jpg,https://objects.lib.uidaho.edu/bunkerhill/thumbs/bunkerhill92_th.jpg,
bunkerhill93,"Unaddressed note from Frederick Burbidge, no date [01]","Burbidge, Frederick",Possibly decoding previous telegram; handwritten.,1900,yes,legal disputes,United States;Idaho;Shoshone County,,Coeur d'Alene Mining District (Idaho),"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Bunker Hill Mining Company Labor History Collection,https://archiveswest.orbiscascade.org/ark:80444/xv65328,"Bunker Hill Company records, 1887-1984, MG 367, University of Idaho Library Special Collections and Archives",MG367_85_078,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Correspondence,application/pdf,Text,PDF displayed. High Resolution TIFF file kept as archival copy in digital archive.,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,eng,2012,2012-09-21,2018-02-21,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bunkerhill/id/93,93,183.pdf,/bunkerhill/image/183.pdf,pdf,bunkerhill93.pdf,https://objects.lib.uidaho.edu/bunkerhill/bunkerhill93.pdf,https://objects.lib.uidaho.edu/bunkerhill/small/bunkerhill93_sm.jpg,https://objects.lib.uidaho.edu/bunkerhill/thumbs/bunkerhill93_th.jpg,
bunkerhill94,"Letter from Frederick Burbidge to F.W. Bradley, August 07, 1899","Burbidge, Frederick","Burbidge discusses legal matters regarding the General Land Office, Mr. Heyburn, and various court cases; 8 pages, handwritten, refers to telegram.",1899-08-07,,legal disputes; land use,United States;Washington;Spokane County;Spokane,United States;California;San Francisco County;San Francisco,Coeur d'Alene Mining District (Idaho),"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Bunker Hill Mining Company Labor History Collection,https://archiveswest.orbiscascade.org/ark:80444/xv65328,"Bunker Hill Company records, 1887-1984, MG 367, University of Idaho Library Special Collections and Archives",MG367_85_079,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Correspondence,application/pdf,Text,PDF displayed. High Resolution TIFF file kept as archival copy in digital archive.,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,eng,2012,2012-09-21,2018-02-21,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bunkerhill/id/94,94,184.pdf,/bunkerhill/image/184.pdf,pdf,bunkerhill94.pdf,https://objects.lib.uidaho.edu/bunkerhill/bunkerhill94.pdf,https://objects.lib.uidaho.edu/bunkerhill/small/bunkerhill94_sm.jpg,https://objects.lib.uidaho.edu/bunkerhill/thumbs/bunkerhill94_th.jpg,
bunkerhill95,"Letter from Frederick Burbidge to Alex. Granger, August 10, 1899","Burbidge, Frederick",Burbidge explains a check that was destroyed in an explosion.,1899-08-10,,pay; checks,United States;Idaho;Shoshone County;Kellogg,United States;California;San Francisco County;San Francisco,Coeur d'Alene Mining District (Idaho),"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Bunker Hill Mining Company Labor History Collection,https://archiveswest.orbiscascade.org/ark:80444/xv65328,"Bunker Hill Company records, 1887-1984, MG 367, University of Idaho Library Special Collections and Archives",MG367_85_080,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Correspondence,application/pdf,Text,PDF displayed. High Resolution TIFF file kept as archival copy in digital archive.,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,eng,2012,2012-09-21,2018-02-21,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bunkerhill/id/95,95,185.pdf,/bunkerhill/image/185.pdf,pdf,bunkerhill95.pdf,https://objects.lib.uidaho.edu/bunkerhill/bunkerhill95.pdf,https://objects.lib.uidaho.edu/bunkerhill/small/bunkerhill95_sm.jpg,https://objects.lib.uidaho.edu/bunkerhill/thumbs/bunkerhill95_th.jpg,
bunkerhill96,"Letter from Frederick Burbidge to F.W. Bradley, August 02, 1899 [04]","Burbidge, Frederick",Burbidge replies to a previous letter regarding expenses.,1899-08-02,,accounting,United States;Idaho;Shoshone County;Kellogg,United States;California;San Francisco County;San Francisco,Coeur d'Alene Mining District (Idaho),"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Bunker Hill Mining Company Labor History Collection,https://archiveswest.orbiscascade.org/ark:80444/xv65328,"Bunker Hill Company records, 1887-1984, MG 367, University of Idaho Library Special Collections and Archives",MG367_85_065,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Correspondence,application/pdf,Text,PDF displayed. High Resolution TIFF file kept as archival copy in digital archive.,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,eng,2012,2012-09-21,2018-02-21,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bunkerhill/id/96,96,186.pdf,/bunkerhill/image/186.pdf,pdf,bunkerhill96.pdf,https://objects.lib.uidaho.edu/bunkerhill/bunkerhill96.pdf,https://objects.lib.uidaho.edu/bunkerhill/small/bunkerhill96_sm.jpg,https://objects.lib.uidaho.edu/bunkerhill/thumbs/bunkerhill96_th.jpg,
bunkerhill97,"Telegram from Frederick Burbidge to F.W. Bradley, August 07, 1899","Burbidge, Frederick",Telegram written in code.,1899-08-07,,codes,United States;Washington;Spokane County;Spokane,United States;California;San Francisco County;San Francisco,Coeur d'Alene Mining District (Idaho),"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Bunker Hill Mining Company Labor History Collection,https://archiveswest.orbiscascade.org/ark:80444/xv65328,"Bunker Hill Company records, 1887-1984, MG 367, University of Idaho Library Special Collections and Archives",MG367_85_081,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Correspondence,application/pdf,Text,PDF displayed. High Resolution TIFF file kept as archival copy in digital archive.,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,eng,2012,2012-09-21,2018-02-21,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bunkerhill/id/97,97,187.pdf,/bunkerhill/image/187.pdf,pdf,bunkerhill97.pdf,https://objects.lib.uidaho.edu/bunkerhill/bunkerhill97.pdf,https://objects.lib.uidaho.edu/bunkerhill/small/bunkerhill97_sm.jpg,https://objects.lib.uidaho.edu/bunkerhill/thumbs/bunkerhill97_th.jpg,
bunkerhill98,"Newspaper clipping, unknown source, no date",,"Article titled 'The Omaha Sold'; handwritten notes include ""Press"" and 8/12.",1900,yes,land use,United States;Colorado;Clear Creek County;Empire,,Coeur d'Alene Mining District (Idaho),"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Bunker Hill Mining Company Labor History Collection,https://archiveswest.orbiscascade.org/ark:80444/xv65328,"Bunker Hill Company records, 1887-1984, MG 367, University of Idaho Library Special Collections and Archives",MG367_85_082,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Correspondence,application/pdf,Text,PDF displayed. High Resolution TIFF file kept as archival copy in digital archive.,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,eng,2012,2012-09-21,2018-02-21,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bunkerhill/id/98,98,188.pdf,/bunkerhill/image/188.pdf,pdf,bunkerhill98.pdf,https://objects.lib.uidaho.edu/bunkerhill/bunkerhill98.pdf,https://objects.lib.uidaho.edu/bunkerhill/small/bunkerhill98_sm.jpg,https://objects.lib.uidaho.edu/bunkerhill/thumbs/bunkerhill98_th.jpg,
bunkerhill99,"Letter from Frederick Burbidge to Alex. Granger, August 11, 1899","Burbidge, Frederick",Burbidge discusses an insurance policy.,1899-08-11,,insurance,United States;Idaho;Shoshone County;Kellogg,United States;California;San Francisco County;San Francisco,Coeur d'Alene Mining District (Idaho),"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Bunker Hill Mining Company Labor History Collection,https://archiveswest.orbiscascade.org/ark:80444/xv65328,"Bunker Hill Company records, 1887-1984, MG 367, University of Idaho Library Special Collections and Archives",MG367_85_083,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Correspondence,application/pdf,Text,PDF displayed. High Resolution TIFF file kept as archival copy in digital archive.,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,eng,2012,2012-09-21,2018-02-21,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bunkerhill/id/99,99,189.pdf,/bunkerhill/image/189.pdf,pdf,bunkerhill99.pdf,https://objects.lib.uidaho.edu/bunkerhill/bunkerhill99.pdf,https://objects.lib.uidaho.edu/bunkerhill/small/bunkerhill99_sm.jpg,https://objects.lib.uidaho.edu/bunkerhill/thumbs/bunkerhill99_th.jpg,
bunkerhill100,"Telegram from Frederick Burbidge to Alex. Granger, April 8, 1899","Burbidge, Frederick",Telegram written in code regarding possible travel plans.,1899-04-08,,travel; codes,United States;Idaho;Shoshone County;Wardner,United States;California;San Francisco County;San Francisco,Coeur d'Alene Mining District (Idaho),"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Bunker Hill Mining Company Labor History Collection,https://archiveswest.orbiscascade.org/ark:80444/xv65328,"Bunker Hill Company records, 1887-1984, MG 367, University of Idaho Library Special Collections and Archives",MG367_84_009,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Correspondence,application/pdf,Text,PDF displayed. High Resolution TIFF file kept as archival copy in digital archive.,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,eng,2012,2012-09-21,2018-02-21,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bunkerhill/id/100,100,19.pdf,/bunkerhill/image/19.pdf,pdf,bunkerhill100.pdf,https://objects.lib.uidaho.edu/bunkerhill/bunkerhill100.pdf,https://objects.lib.uidaho.edu/bunkerhill/small/bunkerhill100_sm.jpg,https://objects.lib.uidaho.edu/bunkerhill/thumbs/bunkerhill100_th.jpg,
bunkerhill101,"Letter from Frederick Burbidge to F.W. Bradley, August 02, 1899 [05]","Burbidge, Frederick",Burbidge explains the need for a small compressor for the Kellogg Tunnel.,1899-08-02,,machinery; tunnels,United States;Idaho;Shoshone County;Kellogg,United States;California;San Francisco County;San Francisco,Coeur d'Alene Mining District (Idaho),"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Bunker Hill Mining Company Labor History Collection,https://archiveswest.orbiscascade.org/ark:80444/xv65328,"Bunker Hill Company records, 1887-1984, MG 367, University of Idaho Library Special Collections and Archives",MG367_85_066,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Correspondence,application/pdf,Text,PDF displayed. High Resolution TIFF file kept as archival copy in digital archive.,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,eng,2012,2012-09-21,2018-02-21,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bunkerhill/id/101,101,190.pdf,/bunkerhill/image/190.pdf,pdf,bunkerhill101.pdf,https://objects.lib.uidaho.edu/bunkerhill/bunkerhill101.pdf,https://objects.lib.uidaho.edu/bunkerhill/small/bunkerhill101_sm.jpg,https://objects.lib.uidaho.edu/bunkerhill/thumbs/bunkerhill101_th.jpg,
bunkerhill102,"Letter from Frederick Burbidge to F.W. Bradley, August 11, 1899 [04]","Burbidge, Frederick",Burbidge informs Bradley that he will keep apprised of a matter in a previous letter.,1899-08-11,,pay,United States;Idaho;Shoshone County;Kellogg,United States;California;San Francisco County;San Francisco,Coeur d'Alene Mining District (Idaho),"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Bunker Hill Mining Company Labor History Collection,https://archiveswest.orbiscascade.org/ark:80444/xv65328,"Bunker Hill Company records, 1887-1984, MG 367, University of Idaho Library Special Collections and Archives",MG367_85_087,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Correspondence,application/pdf,Text,PDF displayed. High Resolution TIFF file kept as archival copy in digital archive.,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,eng,2012,2012-09-21,2018-02-21,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bunkerhill/id/102,102,191.pdf,/bunkerhill/image/191.pdf,pdf,bunkerhill102.pdf,https://objects.lib.uidaho.edu/bunkerhill/bunkerhill102.pdf,https://objects.lib.uidaho.edu/bunkerhill/small/bunkerhill102_sm.jpg,https://objects.lib.uidaho.edu/bunkerhill/thumbs/bunkerhill102_th.jpg,
bunkerhill103,"Letter from Frederick Burbidge to F.W. Bradley, August 11, 1899 [05]","Burbidge, Frederick",Burbidge informs Bradley on the status of a section of land possibly dealing with the water rights for the Empire State Flume.,1899-08-11,,land use,United States;Idaho;Shoshone County;Kellogg,United States;California;San Francisco County;San Francisco,Coeur d'Alene Mining District (Idaho),"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Bunker Hill Mining Company Labor History Collection,https://archiveswest.orbiscascade.org/ark:80444/xv65328,"Bunker Hill Company records, 1887-1984, MG 367, University of Idaho Library Special Collections and Archives",MG367_85_088,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Correspondence,application/pdf,Text,PDF displayed. High Resolution TIFF file kept as archival copy in digital archive.,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,eng,2012,2012-09-21,2018-02-21,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bunkerhill/id/103,103,192.pdf,/bunkerhill/image/192.pdf,pdf,bunkerhill103.pdf,https://objects.lib.uidaho.edu/bunkerhill/bunkerhill103.pdf,https://objects.lib.uidaho.edu/bunkerhill/small/bunkerhill103_sm.jpg,https://objects.lib.uidaho.edu/bunkerhill/thumbs/bunkerhill103_th.jpg,
