filename,object_location,title,creator,date,archival_date,description,subject,location,latitude,longitude,source,identifier,type,format_original,format,finding_aid,digital_collection,contributing_institution,language,rights,rightsstatement,filename_original,display_template,image_small,image_thumb,objectid,parentid
mg632-f36_011.jpg,https://objects.lib.uidaho.edu/plastino/mg632-f36_011.jpg,Governor Andrus and Senator Chase Talking,"Plastino, Ben",,undated,"Governor Andrus and Senator Chase having a conversation. Text back translation ""Governor Cecil D Andrus Idaho Senator Minority Leader Cy Chase (D)"" Notes read on back ""3x6 1/2 Boise - Senate Minority Leader""",governors (public officers); senators,"Boise, Idaho",,,"Ben J. Plastino Papers, 1947-1998, MG 632, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg632-f36_011,Image;StillImage,black-and-white photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv470833,,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,https://objects.lib.uidaho.edu/plastino/small/mg632-f36_011_sm.jpg,https://objects.lib.uidaho.edu/plastino/thumbs/mg632-f36_011_th.jpg,plastino0011,
mg632-f36_012.jpg,https://objects.lib.uidaho.edu/plastino/mg632-f36_012.jpg,Governor Andrus and Senator Church Smiling,"Plastino, Ben",,undated,"Governor Andrus and Senator Church are smiling toward the ground. Text back translation ""Governor Cecil D Andrus Senator Frank Church"" Notes read on back ""2x3 1/2; Page A-12; At Loggerheads",governors (public officers); senators,Loggerheads,,,"Ben J. Plastino Papers, 1947-1998, MG 632, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg632-f36_012,Image;StillImage,black-and-white photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv470833,,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,https://objects.lib.uidaho.edu/plastino/small/mg632-f36_012_sm.jpg,https://objects.lib.uidaho.edu/plastino/thumbs/mg632-f36_012_th.jpg,plastino0012,
mg632-f36_013.jpg,https://objects.lib.uidaho.edu/plastino/mg632-f36_013.jpg,"Governor Andrus, VP Mondale, and Lt. Governor Evans Speaking at a Podium","Plastino, Ben",,undated,"Governor Andrus, VP Mondale, and Lt. Governor Evans standing at a podium and speaking. Text back translation ""Vice President Walter Mondale (D) John Evans: Lt. Governor Preside Governor Cecil Andrus"" Notes read on back ""5x3 3/5 100% Page C-6 The Veep Speaks""",vice-presidents; governors (public officers),,,,"Ben J. Plastino Papers, 1947-1998, MG 632, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg632-f36_013,Image;StillImage,black-and-white photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv470833,,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,https://objects.lib.uidaho.edu/plastino/small/mg632-f36_013_sm.jpg,https://objects.lib.uidaho.edu/plastino/thumbs/mg632-f36_013_th.jpg,plastino0013,
mg632-f36_014.jpg,https://objects.lib.uidaho.edu/plastino/mg632-f36_014.jpg,"Church, Andrus, and Evans Sitting at a Panel","Plastino, Ben",,undated,"Frank Church, Cecil Andrus, and John Evans sitting together at a table in front of microphones and talking at a panel. Text back translation ""Andrus and Church on left in the limelight senator Frank Church Cecil D Andrus John V. Evans"" Notes read on back ""Sunday [ineligible] 2 col x 4 return to Ben Plastino""",senators; limelights,,,,"Ben J. Plastino Papers, 1947-1998, MG 632, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg632-f36_014,Image;StillImage,black-and-white photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv470833,,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,https://objects.lib.uidaho.edu/plastino/small/mg632-f36_014_sm.jpg,https://objects.lib.uidaho.edu/plastino/thumbs/mg632-f36_014_th.jpg,plastino0014,
mg632-f36_015.jpg,https://objects.lib.uidaho.edu/plastino/mg632-f36_015.jpg,"McClure, Andrus, and Church Together at a Panel Meeting","Plastino, Ben",,undated,"Senator James McClure, Governor Cecil Andrus, and Senator Frank Church sitting at a panel and smiling. Text back translation ""Senator James McClure (R), Governor Cecil D Andrus (D), Senator Frank Church (D) the powerful Idaho political"" Notes read on back ""3x4 Washington, D.C. return to Ben Plastino"" ",senators; governors (public officers),"Washington, D.C.",,,"Ben J. Plastino Papers, 1947-1998, MG 632, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg632-f36_015,Image;StillImage,black-and-white photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv470833,,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,https://objects.lib.uidaho.edu/plastino/small/mg632-f36_015_sm.jpg,https://objects.lib.uidaho.edu/plastino/thumbs/mg632-f36_015_th.jpg,plastino0015,
mg632-f36_016.jpg,https://objects.lib.uidaho.edu/plastino/mg632-f36_016.jpg,"Two Pictures Side by Side: McClure & Hansen in one picture and Church, Andrus, and Unknown","Plastino, Ben",,undated,"In the picture on the left, Senator McClure and District Congressman Hansen are talking in the picture. In the picture to the right, Senator Church, Governor Andrus, and an unknown person are pictured all reading a file. Text back translation "" Senator James McClure and District Congressman Orval Hansen; Senator Frank Church Governor Cecil D. Andrus Unknown""",senators; governors (public officers); congressman,,,,"Ben J. Plastino Papers, 1947-1998, MG 632, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg632-f36_016,Image;StillImage,black-and-white photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv470833,,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,https://objects.lib.uidaho.edu/plastino/small/mg632-f36_016_sm.jpg,https://objects.lib.uidaho.edu/plastino/thumbs/mg632-f36_016_th.jpg,plastino0016,
mg632-f36_017.jpg,https://objects.lib.uidaho.edu/plastino/mg632-f36_017.jpg,Carter and Park Shaking Hands with Andrus Next to Them [1],"Plastino, Ben",1976,1976,"Governor Carter and Attorney General Park are smiling and shaking hands with Governor Andrus (D) right next to them also smiling. Text back translation ""Governor Jimmy Carter (D) Attorney General Tony Park (D) Governor Cecil Andrus (D)""",governors (public officers); attorneys general,,,,"Ben J. Plastino Papers, 1947-1998, MG 632, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg632-f36_017,Image;StillImage,black-and-white photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv470833,,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,https://objects.lib.uidaho.edu/plastino/small/mg632-f36_017_sm.jpg,https://objects.lib.uidaho.edu/plastino/thumbs/mg632-f36_017_th.jpg,plastino0017,
mg632-f36_018.jpg,https://objects.lib.uidaho.edu/plastino/mg632-f36_018.jpg,Carter and Park Shaking Hands with Andrus Next to Them [2],"Plastino, Ben",1976,1976,"Governor Carter and Attorney General Park are smiling and shaking hands with Governor Andrus (D) right next to them also smiling. Text back translation ""Governor Jimmy Carter Attorney General Tony Park Governor Cecil Andrus; this shows Georgia Gov. - Jimmy Cart"" Notes read on back ""3x3 1/2 Pocatello, Georgia, Gov, lef [crossed out]""",govenors (public officers); attorneys general,Pocatello,,,"Ben J. Plastino Papers, 1947-1998, MG 632, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg632-f36_018,Image;StillImage,black-and-white photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv470833,,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,https://objects.lib.uidaho.edu/plastino/small/mg632-f36_018_sm.jpg,https://objects.lib.uidaho.edu/plastino/thumbs/mg632-f36_018_th.jpg,plastino0018,
mg632-f36_019.jpg,https://objects.lib.uidaho.edu/plastino/mg632-f36_019.jpg,President Carter Giving a Speech at a Desk,"Plastino, Ben",1977,1977,"President Jimmy Carter is sitting at a desk in front of the microphone giving a speech. Text back translation ""Page e-1 Sunday feature page Washington, D.C. - President Jimmy Carter"" Notes read on back ""3x7 President Jimmy Carter""",presidents; ,"Washington, D.C.",,,"Ben J. Plastino Papers, 1947-1998, MG 632, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg632-f36_019,Image;StillImage,black-and-white photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv470833,,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,https://objects.lib.uidaho.edu/plastino/small/mg632-f36_019_sm.jpg,https://objects.lib.uidaho.edu/plastino/thumbs/mg632-f36_019_th.jpg,plastino0019,
mg632-f36_020.jpg,https://objects.lib.uidaho.edu/plastino/mg632-f36_020.jpg,Senator Frank and Bethine Church Having Lunch,"Plastino, Ben",,undated,"Senator Frank and wife Bethine Church are eating lunch and looking towards the left smiling. Text back translation ""Senator Frank & Bethine Church""",senators; wives,,,,"Ben J. Plastino Papers, 1947-1998, MG 632, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg632-f36_020,Image;StillImage,black-and-white photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv470833,,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,https://objects.lib.uidaho.edu/plastino/small/mg632-f36_020_sm.jpg,https://objects.lib.uidaho.edu/plastino/thumbs/mg632-f36_020_th.jpg,plastino0020,
mg632-f36_021.jpg,https://objects.lib.uidaho.edu/plastino/mg632-f36_021.jpg,"Stewart Udall, Andruses, and the Churches are Dressed Up and Smiling for a Picture","Plastino, Ben",,undated,"Stewart Udall, Governor Cecil Andrus, Bethine Church, Carol Andrus, and Senator Frank Church are all dressed up and posing for a picture at a banquet. Text back translation ""Botse - Key Performers 2x3 3/5""",governors (public officers); senators,,,,"Ben J. Plastino Papers, 1947-1998, MG 632, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg632-f36_021,Image;StillImage,black-and-white photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv470833,,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,https://objects.lib.uidaho.edu/plastino/small/mg632-f36_021_sm.jpg,https://objects.lib.uidaho.edu/plastino/thumbs/mg632-f36_021_th.jpg,plastino0021,
mg632-f36_022.jpg,https://objects.lib.uidaho.edu/plastino/mg632-f36_022.jpg,Senator Frank Church Smiling for a picture,"Plastino, Ben",,undated,"Senator Frank Church is talking with someone to the right off camera. Text back translation ""Page A-5 1x3 US Frank Church Idaho Senator Frank Church"" Notes read on back crossed off ""ngton, D.C. John Denver, the""",senators; ,,,,"Ben J. Plastino Papers, 1947-1998, MG 632, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg632-f36_022,Image;StillImage,black-and-white photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv470833,,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,https://objects.lib.uidaho.edu/plastino/small/mg632-f36_022_sm.jpg,https://objects.lib.uidaho.edu/plastino/thumbs/mg632-f36_022_th.jpg,plastino0022,
mg632-f36_023.jpg,https://objects.lib.uidaho.edu/plastino/mg632-f36_023.jpg,Lt. Governor Ball Sitting at a Desk,"Plastino, Ben",,undated,"Lt. Governor Phil ball (R) is reading pictures and sitting at a desk. Notes read on back ""Page A2 100% 2x5 No 2 Official Boise-Lt Gov Phil""",lieutenant governors;,,,,"Ben J. Plastino Papers, 1947-1998, MG 632, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg632-f36_023,Image;StillImage,black-and-white photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv470833,,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,https://objects.lib.uidaho.edu/plastino/small/mg632-f36_023_sm.jpg,https://objects.lib.uidaho.edu/plastino/thumbs/mg632-f36_023_th.jpg,plastino0023,
mg632-f36_024.jpg,https://objects.lib.uidaho.edu/plastino/mg632-f36_024.jpg,Governor Evans Speaking into Front of 3 Microphones,"Plastino, Ben",,undated,"Governor Evans is sitting at a desk with 3 microphones giving a speech. Text back translation ""Governor John Evans Angry governor"" Notes read on back ""2 col as marked Page C-6 2x4 100)",governors (public officers),,,,"Ben J. Plastino Papers, 1947-1998, MG 632, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg632-f36_024,Image;StillImage,black-and-white photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv470833,,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,https://objects.lib.uidaho.edu/plastino/small/mg632-f36_024_sm.jpg,https://objects.lib.uidaho.edu/plastino/thumbs/mg632-f36_024_th.jpg,plastino0024,
